id,rowid,authors,title,journal,year,abstract,type,trait,measure,exp.methods,species,latin,taxa,Order,Family,strain,parasite.taxa,life.history.measured,setting,subset,Infection.type,migratory.leg2,ss,ss_infected,ss_healthy,slope,effect,stat,presented.p,adj.p,sig0.05,infection.measure,z,var.z,g,var.g,var.g1,function.,Effect.direction
71,114,"Dawson, RD; Bortolotti, GR",Effects of hematozoan parasites on condition and return rates of American Kestrels,AUK,2001,"We evaluated the relationship between brood parasites and body condition of American Kestrels (Falco sparverius) during the breeding season. Females that were infected with at feast one species of parasite were in poorer condition than those without parasites during incubation but not prior to egg laying. We suggest that the relationship between parasitism and condition was masked before laying because of large increases in body mass of females during egg formation. Reduced condition of males during incubation also was associated with higher intensity of infections by Haemoproteus in one of two years. The negative association between condition and intensity of infection suggests that blood parasites impose costs on kestrels owing to competition for nutrients or allocation of energy by hosts to immune function or tissue repair. Alternatively, kestrels in poor condition may be more likely to have relapses of chronic infections, or they may be less able to control new infections because of resource limitations. In contrast to results during incubation, during the prelaying period the prevalence of parasites tended to be higher, and in one year infections were more intense, among males in good condition. One possible explanation for these results is that body condition of males during courtship is an important determinant of the quality of mate they are able to obtain, and males may be accumulating body reserves at the expense of decreased immune function. Return rates of female kestrels to the study area declined as the intensity of their Haemoproteus infections increased, suggesting that blood parasitism is associated with reduced survival or increased dispersal probability.",O,Survival,Annual survival,na,American Kestrel,Falco sparverius,Bird,Falconiformes,Falconidae,Haemoparasites,Protozoa,Breeding,Field,Females,Single,N,265,233,32,Not presented,Not presented,Not presented,0.3,0.3,0,Infection status,0.06,0.005,0.2,0.04,0.04,"pes(0.3,233.2,31.8)",Positive
36,39,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Condition,Condition index,na,Magnolia warbler,Setophaga magnolia,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,N,383,na,na,Not presented,Not presented,Not presented,Not presented,0.5,0,Intensity,NA,NA,NA,NA,NA,,Negative
36,43,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Refuelling,plasma triglyceride concentration,na,Magnolia warbler,Setophaga magnolia,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,Y,21,5,16,Not presented,0.5,t,0.62,0.62,0,Infection status,0.11,0.06,0.25,0.24,0.24,"pes(0.62,5,16)",Positive
36,44,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Refuelling,plasma triglyceride concentration,na,Yellow-rumped warbler,Setophaga coronata,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,Y,68,27,41,Not presented,-1.5,t,0.14,0.14,0,Infection status,-0.18,0.02,-0.37,0.06,0.06,"pes(0.14,27,41)",Negative
36,45,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Condition,Condition index,na,Yellow-rumped warbler,Setophaga coronata,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,N,302,na,na,-0.35,Not presented,Not presented,<0.05,0.05,1,Intensity,-0.01,0.005,NA,NA,NA,"res(0.009,,302)",Negative
36,46,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Condition,Condition index,na,Yellow-rumped warbler,Setophaga coronata,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,Y,518,300,218,-0.06,Not presented,Not presented,<0.05,0.05,1,Infection status,-0.09,0.005,-0.17,0.01,0.01,"pes(0.05,300,217)",Negative
36,47,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Phenology,Stop-over arrival,na,Yellow-rumped warbler,Setophaga coronata,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,Y,302,na,na,0.16,Not presented,Not presented,<0.05,0.05,1,Intensity,-0.41,0.005,NA,NA,NA,"res(0.39,,302)",Negative
36,48,"DeGroote, LW; Rodewald, PG","Blood parasites in migrating wood-warblers (Parulidae): effects on refueling, energetic condition, and migration timing",JOURNAL OF AVIAN BIOLOGY,2010,"Blood parasites can negatively affect energetic condition, arrival date, and reproductive performance of breeding birds, yet their impact on migrating birds is poorly understood. We quantified haematozoan infection and examined its relationship to migration timing, energetic condition, and refueling rate (plasma triglyceride concentration) for three species of wood-warblers (Parulidae) migrating through northwestern Ohio, USA from 11 April-3 June of 2004 and 2005. Prevalence of infection for magnolia Dendroica magnolia (36.3%; n=383), yellow-rumped D. coronata (58.3%; n=518), and yellow warblers D. petechia (12.7%; n=205) was approximately two times higher than reported in other migration studies and similar to infection rates found in breeding areas. Probability and intensity of infection were higher for later migrating yellow-rumped warblers, especially in younger (second-year) birds. Furthermore, we found a negative trend between intensity of infection and energetic condition for second-year yellow-rumped warblers. Haematozoan infection was not associated with refueling rate for any species. Our results indicate that for some migrants, especially younger birds, probability and intensity of haematozoan infection are related to later migration timing and reduced energetic condition during spring migration, and thus may be important determinants of subsequent reproductive performance in breeding areas.",O,Phenology,Stop-over arrival,na,Yellow-rumped warbler,Setophaga coronata,Bird,Passeriformes,Parulidae,Haemoparasites,Protozoa,Migration,Field,all,Single,Y,518,300,218,0.09,Not presented,Not presented,<0.05,0.05,1,Infection status,-0.09,0.005,-0.17,0.01,0.01,"pes(0.05,300,217)",Negative
72,115,"Gargan, PG; Forde, G; Hazon, N; Russell, DJF; Todd, CD",Evidence for sea lice-induced marine mortality of Atlantic salmon (Salmo salar) in western Ireland from experimental releases of ranched smolts treated with emamectin benzoate,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2012,"Sea trout (Salmo trutta) stock collapses in coastal areas of western Ireland subject to salmon aquaculture were contemporaneous with high abundances of larval sea lice (Lepeophtheirus salmonis) on juvenile sea trout. Whereas sea trout remain in near-shore waters throughout their marine migration, Atlantic salmon (Salmo salar) smolts typically move quickly offshore into oceanic waters. It might therefore be predicted that salmon smolts would be less vulnerable to coastal stressors and less likely to be negatively affected by infestations of sea lice early in their marine phase. Groups of microtagged, hatchery-reared Atlantic salmon smolts were fed either untreated pellets or pellets incorporating the in-feed sea louse treatment SLICE (emamectin benzoate) prior to eight experimental releases in three marine locations over a 3-year period. In total, 74 324 smolts were released and analysis of tag recaptures from returning adult salmon showed that emamectin-treated smolts experienced increased survivorship and were 1.8 times more likely to return compared with control fish. These results suggest that sea lice-induced mortality on adult Atlantic salmon returns in Ireland can be significant, and that sea lice larvae emanating from farmed salmon may influence individual survivorship and population conservation status of wild salmon in these river systems.",E,Survival,Annual survival,Parasite removal,Atlantic salmon,Salmo salar,Fish,Salmoniformes,Salmonidae,L. salmonis,Mites,Breeding,Field,all,Single,N,74324,37189,37135,Not presented,90.87,X2,0.001,0.001,1,Infection status,-0.03,0.005,-0.07,5.40E-05,0.01,"chies(90.87,74324)",Negative
12,21,"Gerard, C; Trancart, T; Amilhat, E; Faliex, E; Virag, L; Feunteun, E; Acou, A",Influence of introduced vs. native parasites on the body condition of migrant silver eels,PARASITE,2013,"Because parasitism is among the reasons invoked to explain the collapse of Anguilla anguilla, we evaluated the parasitic constraint on body condition (BC) of migrant silver eels as a proxy of fitness with inter-site comparisons. Metazoan parasites were studied in 149 silver eels from five sites (northern Europe). In total, 89% were infected by 13 species including Myxozoa, Monogenea, Cestoda, Nematoda, and Acanthocephala. Anguillicoloides crassus was most common (56%), then Acanthocephalus clavula (30%), and Pseudodactylogyrus sp. (17%). BC, calculated for 58 females, was negatively correlated by abundance of the introduced Pseudodactylogyrus sp. but not by other parasite taxa. Nevertheless, the introduced A. crassus was considered as a severe pathogen based on previous data, whereas the native A. clavula was supposed to have limited impact. Parasite component communities and BC were different between sites. Silver eels from Stockholm Archipelago (Sweden) were the least parasitized (40% vs. 90-95% for other sites) with no parasites on the gills. Burrishoole (Ireland) differed by the absence of A. crassus and high prevalence of A. clavula (84%) but without consequences on BC. Gudenaa (Denmark), Corrib (Ireland), and Fremur (France) were close due to high prevalence of A. crassus (89-93%). Gudenaa and Corrib were the most similar because Pseudodactylogyrus sp. was also highly prevalent (respectively 71% and 60%) whereas absent in Fre ' mur. Our results suggest that the fitness loss induced by the introduced parasites could affect the spawning success of migrant silver eels from Gudenaa and Corrib, and to a lesser extent from Fre ' mur, but probably not those from Stockholm Archipelago and Burrishoole.",O,Condition,Condition index,na,European Eel,Anguilla anguilla,Fish,Anguilliformes,Anguillidae,Pseudodactylogurus sp,Protozoa,Migration,Field,all,Single,N,58,10,48,Not presented,11.5,%,0.003,0.003,1,Intensity,-0.4,0.02,NA,NA,NA,"pes(0.003,29,29)",Negative
12,22,"Gerard, C; Trancart, T; Amilhat, E; Faliex, E; Virag, L; Feunteun, E; Acou, A",Influence of introduced vs. native parasites on the body condition of migrant silver eels,PARASITE,2013,"Because parasitism is among the reasons invoked to explain the collapse of Anguilla anguilla, we evaluated the parasitic constraint on body condition (BC) of migrant silver eels as a proxy of fitness with inter-site comparisons. Metazoan parasites were studied in 149 silver eels from five sites (northern Europe). In total, 89% were infected by 13 species including Myxozoa, Monogenea, Cestoda, Nematoda, and Acanthocephala. Anguillicoloides crassus was most common (56%), then Acanthocephalus clavula (30%), and Pseudodactylogyrus sp. (17%). BC, calculated for 58 females, was negatively correlated by abundance of the introduced Pseudodactylogyrus sp. but not by other parasite taxa. Nevertheless, the introduced A. crassus was considered as a severe pathogen based on previous data, whereas the native A. clavula was supposed to have limited impact. Parasite component communities and BC were different between sites. Silver eels from Stockholm Archipelago (Sweden) were the least parasitized (40% vs. 90-95% for other sites) with no parasites on the gills. Burrishoole (Ireland) differed by the absence of A. crassus and high prevalence of A. clavula (84%) but without consequences on BC. Gudenaa (Denmark), Corrib (Ireland), and Fremur (France) were close due to high prevalence of A. crassus (89-93%). Gudenaa and Corrib were the most similar because Pseudodactylogyrus sp. was also highly prevalent (respectively 71% and 60%) whereas absent in Fre ' mur. Our results suggest that the fitness loss induced by the introduced parasites could affect the spawning success of migrant silver eels from Gudenaa and Corrib, and to a lesser extent from Fre ' mur, but probably not those from Stockholm Archipelago and Burrishoole.",O,Condition,Condition index,na,European Eel,Anguilla anguilla,Fish,Anguilliformes,Anguillidae,Anguillicola crassus,Helminth,Migration,Field,all,Single,N,58,32,26,Not presented,-5.12,%,0.05,0.05,1,Intensity,0.26,0.02,NA,NA,NA,"pes(0.05,29,29)",Positive
29,33,"Green, AJ; Georgiev, BB; Brochet, AL; Gauthier-Clerc, M; Fritz, H; Guillemain, M",Determinants of the prevalence of the cloacal cestode Cloacotaenia megalops in teal wintering in the French Camargue,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,2011,"Eurasian teal Anas crecca (n = 46,581) were inspected during ringing operations for the presence of the hymenolepidid cloacal cestode Cloacotaenia megalops between 1954 and 1971 while wintering in the Camargue, Southern France. These birds become infected when ingesting seed shrimps (Ostracoda) that act as intermediate hosts, largely while on migration across Western Europe. The prevalence ranged from 4% to 14% per year and increased significantly over time. This long-term trend was further supported by studying 366 teal shot in 2006-2008, for which prevalence of C. megalops was 27.6%. We found no evidence to suggest that this increase in prevalence has been caused by an increase in temperature, but eutrophication and an increase in duck densities are potential contributing factors. Adult teal were more likely to be infected than first-year birds and females more so than males, probably due to differences in diet and/or habitat use. Within a given age-sex class, heavier birds were more infected than lighter ones, suggesting low pathogenicity and a causal effect of ingestion rate. Within a year, the highest prevalence was observed in mid-winter.",O,Condition,Body mass,na,Teal,Anas crecca,Bird,Anseriformes,Anatidae,Cloacotaenia megalops,Helminth,Migration,Field,all,Single,Y,46501,4278,42223,0.0031,44.1,Wald,0.0001,1.00E-04,1,Infection status,0.02,0.005,0.06,0.000257,0.01,"pes(0.0001,4278,42222)",Positive
76,123,"Hoi, H; Kristofik, J; Darolova, A; Hoi, C",Experimental evidence for costs due to chewing lice in the European bee-eater (Merops apiaster),PARASITOLOGY,2012,"Animals frequently host organisms on their surface which can be beneficial, have no effect or a negative effect on their host. Ectoparasites, by definition, are those which incur costs to their host, but these costs may vary. Examples of avian ectoparasites are chewing lice which feed exclusively on dead feather or skin material; therefore, costs to their bird hosts are generally considered small. Theoretically, many possible proximate effects exist, like loss of tissue or food, infected bites, transmission of microparasitic diseases or reduced body insulation due to loss of feathers, which may ultimately also have fitness consequences. Here, we experimentally examined a possible negative impact of 2 feather-eating louse species (Meropoecus meropis and Brueelia apiastri) on male and female European bee-eaters (Merops apiaster) by removing or increasing louse loads and comparing their impact to a control group (lice removed and immediately returned) after 1 month. A negative effect of chewing lice was found on body mass and sedimentation rate and to a lesser extent on haematocrit levels. Males and females lost more weight when bearing heavy louse loads, and were more susceptible to infestations as indicated by the higher sedimentation rate. Our results further suggest differences in sex-specific susceptibility.",E,Condition,Body mass change,Parasite removal & addition,European bee-eater,Merops apiaster,Bird,Coraciiformes,Meropidae,Feather mites,Mites,Breeding,Field,Males,Single,N,25,9,16,Not presented,Not presented,F,<0.05,0.05,1,Infection status,-0.4,0.05,-0.83,0.18,0.18,"pes(0.05,16,9)",Negative
25,32,"Hostetter, NJ; Evans, AF; Roby, DD; Collis, K; Hawbecker, M; Sandford, BP; Thompson, DE; Loge, FJ",Relationship of External Fish Condition to Pathogen Prevalence and Out-Migration Survival in Juvenile Steelhead,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,2011,"Understanding how the external condition of juvenile salmonids is associated with internal measures of health and subsequent out-migration survival can be valuable for population monitoring programs. This study investigated the use of a rapid, nonlethal, external examination to assess the condition of run-of-the-river juvenile steelhead Oncorhynchus mykiss migrating from the Snake River to the Pacific Ocean. We compared the external condition (e. g., body injuries, descaling, external signs of disease, fin damage, and ectoparasite infestations) with (1) the internal condition of a steelhead as measured by the presence of selected pathogens detected by histopathology and polymerase chain reaction analysis and (2) out-migration survival through the Snake and Columbia rivers as determined by passive integrated transponder (PIT) tag technology. The results from steelhead captured and euthanized (n = 222) at Lower Monumental Dam on the lower Snake River in 2008 indicated that external condition was significantly correlated with selected measures of internal condition. The odds of testing positive for a pathogen were 39.2, 24.3, and 5.6 times greater for steelhead with severe or moderate external signs of disease or more than 20% descaling, respectively. Capture-recapture models of 22,451 PIT-tagged steelhead released at Lower Monumental Dam in 2007-2009 indicated that external condition was significantly correlated with juvenile survival. The odds of out-migration survival for steelhead with moderate or severe external signs of disease, more than 20% descaling, or severe fin damage were 5.7, 4.9, 1.6, and 1.3 times lower, respectively, than those for steelhead without these external conditions. This study effectively demonstrated that specific measures of external condition were associated with both the internal condition and out-migration survival of juvenile steelhead.",O,Survival,Migration survival,na,Rainbow trout,Oncorhynchus mykiss,Fish,Salmoniformes,Salmonidae,Multiple,Multiple,Migration,Field,all,Multiple,Y,22451,898,21553,Not presented,4.2,odds ratio,0.001,0.001,1,Infection status,-0.15,0.005,-0.11,0.00116,0.01,"pes(0.001,898,21553)",Negative
101,155,Hoye et al.,Hampered performance of migratory swans: intra- and inter-seasonal effects of avian influenza virus,Integrative and Comparative Biology,2016,"The extent to which animal migrations shape parasite transmission networks is critically dependent on a migrant’s ability to tolerate infection and migrate successfully. Yet, sub-lethal effects of parasites can be intensified through periods of increased physiological stress. Long-distance migrants may, therefore, be especially susceptible to negative effects of parasitic infection. Although a handful of studies have investigated the short-term, transmission-relevant behaviors of wild birds infected with low-pathogenic avian influenza viruses (LPAIV), the ecological consequences of LPAIV for the hosts themselves remain largely unknown. Here, we assessed the potential effects of naturally-acquired LPAIV infections in Bewick’s swans, a long-distance migratory species that experiences relatively low incidence of LPAIV infection during early winter. We monitored both foraging and movement behavior in the winter of infection, as well as subsequent breeding behavior and inter-annual resighting probability over 3 years. Incorporating data on infection history we hypothesized that any effects would be most apparent in naïve individuals experiencing their first LPAIV infection. Indeed, significant effects of infection were only seen in birds that were infected but lacked antibodies indicative of prior infection. Swans that were infected but had survived a previous infection were indistinguishable from uninfected birds in each of the ecological performance metrics. Despite showing reduced foraging rates, individuals in the naïve-infected category had similar accumulated body stores to re-infected and uninfected individuals prior to departure on spring migration, possibly as a result of having higher scaled mass at the time of infection. And yet individuals in the naïve-infected category were unlikely to be resighted 1 year after infection, with 6 out of 7 individuals that never resighted again compared to 20 out of 63 uninfected individuals and 5 out of 12 individuals in the re-infected category. Collectively, our findings indicate that acute and superficially harmless infection with LPAIV may have indirect effects on individual performance and recruitment in migratory Bewick’s swans. Our results also highlight the potential for infection history to play an important role in shaping ecological constraints throughout the annual cycle.",O,Condition,Condition index,,Bewick swan,Cygnus columbianus bewickii,Bird,Anseriformes,Anatidae,LPAIV,Virus,Non-breeding,,Reinfected,Single,N,98,16,82,Not presented,Not presented,Not presented,0.06,0.06,0,Infection status,0.19,0.01,0.52,0.07,0.07,"pes(0.06,82,16)",Positive
101,156,Hoye et al.,Hampered performance of migratory swans: intra- and inter-seasonal effects of avian influenza virus,Integrative and Comparative Biology,2016,"The extent to which animal migrations shape parasite transmission networks is critically dependent on a migrant’s ability to tolerate infection and migrate successfully. Yet, sub-lethal effects of parasites can be intensified through periods of increased physiological stress. Long-distance migrants may, therefore, be especially susceptible to negative effects of parasitic infection. Although a handful of studies have investigated the short-term, transmission-relevant behaviors of wild birds infected with low-pathogenic avian influenza viruses (LPAIV), the ecological consequences of LPAIV for the hosts themselves remain largely unknown. Here, we assessed the potential effects of naturally-acquired LPAIV infections in Bewick’s swans, a long-distance migratory species that experiences relatively low incidence of LPAIV infection during early winter. We monitored both foraging and movement behavior in the winter of infection, as well as subsequent breeding behavior and inter-annual resighting probability over 3 years. Incorporating data on infection history we hypothesized that any effects would be most apparent in naïve individuals experiencing their first LPAIV infection. Indeed, significant effects of infection were only seen in birds that were infected but lacked antibodies indicative of prior infection. Swans that were infected but had survived a previous infection were indistinguishable from uninfected birds in each of the ecological performance metrics. Despite showing reduced foraging rates, individuals in the naïve-infected category had similar accumulated body stores to re-infected and uninfected individuals prior to departure on spring migration, possibly as a result of having higher scaled mass at the time of infection. And yet individuals in the naïve-infected category were unlikely to be resighted 1 year after infection, with 6 out of 7 individuals that never resighted again compared to 20 out of 63 uninfected individuals and 5 out of 12 individuals in the re-infected category. Collectively, our findings indicate that acute and superficially harmless infection with LPAIV may have indirect effects on individual performance and recruitment in migratory Bewick’s swans. Our results also highlight the potential for infection history to play an important role in shaping ecological constraints throughout the annual cycle.",O,Condition,Condition index,,Bewick swan,Cygnus columbianus bewickii,Bird,Anseriformes,Anatidae,LPAIV,Virus,Non-breeding,,Naïve-infected,Single,N,90,8,82,Not presented,Not presented,Not presented,0.03,0.03,1,Infection status,0.23,0.01,0.81,0.14,0.14,"pes(0.03,82,8)",Positive
101,157,Hoye et al.,Hampered performance of migratory swans: intra- and inter-seasonal effects of avian influenza virus,Integrative and Comparative Biology,2016,"The extent to which animal migrations shape parasite transmission networks is critically dependent on a migrant’s ability to tolerate infection and migrate successfully. Yet, sub-lethal effects of parasites can be intensified through periods of increased physiological stress. Long-distance migrants may, therefore, be especially susceptible to negative effects of parasitic infection. Although a handful of studies have investigated the short-term, transmission-relevant behaviors of wild birds infected with low-pathogenic avian influenza viruses (LPAIV), the ecological consequences of LPAIV for the hosts themselves remain largely unknown. Here, we assessed the potential effects of naturally-acquired LPAIV infections in Bewick’s swans, a long-distance migratory species that experiences relatively low incidence of LPAIV infection during early winter. We monitored both foraging and movement behavior in the winter of infection, as well as subsequent breeding behavior and inter-annual resighting probability over 3 years. Incorporating data on infection history we hypothesized that any effects would be most apparent in naïve individuals experiencing their first LPAIV infection. Indeed, significant effects of infection were only seen in birds that were infected but lacked antibodies indicative of prior infection. Swans that were infected but had survived a previous infection were indistinguishable from uninfected birds in each of the ecological performance metrics. Despite showing reduced foraging rates, individuals in the naïve-infected category had similar accumulated body stores to re-infected and uninfected individuals prior to departure on spring migration, possibly as a result of having higher scaled mass at the time of infection. And yet individuals in the naïve-infected category were unlikely to be resighted 1 year after infection, with 6 out of 7 individuals that never resighted again compared to 20 out of 63 uninfected individuals and 5 out of 12 individuals in the re-infected category. Collectively, our findings indicate that acute and superficially harmless infection with LPAIV may have indirect effects on individual performance and recruitment in migratory Bewick’s swans. Our results also highlight the potential for infection history to play an important role in shaping ecological constraints throughout the annual cycle.",O,Refuelling,Feeding rate,,Bewick swan,Cygnus columbianus bewickii,Bird,Anseriformes,Anatidae,LPAIV,Virus,Non-breeding,,Reinfected,Single,N,75,12,63,Not presented,0.49,t,0.63,0.63,0,Infection status,0.06,0.01,0.15,0.1,0.1,"pes(0.63,12,63)",Positive
